Sentence,Label Integer,Label
دوربین فیلم‌برداری MG555 به مجموعه نرم‌افزاری خوبی مجهز است.,1,Positive
از سايت خوب شما کمال تشکر را دارم,1,Positive
اما متاسفانه از کاربرد فناوري هاي جديد که خبر استفاده ي اپل  از آنها به روي آيفون5بود، مانند کي برد ليزري و.,-1,Negative
پردازنده 1.6 گیگاهرتزی 4 هسته ای به کار رفته در آن که مانند مدل‌های قبلیش از نوع Exynos می‌باشد و البته 200 مگاهرتز قوی‌تر است به همراه 2 گیگابایت حافظه رم به شما این قابلیت را می‌دهد که از تمامی امکانات نرم افزاری موجود برای سیستم عامل اندروید به راحتی استفاده نمایید.,1,Positive
از نظر من ايکس باکس خيلي از پلي استيشن سرتره و تنها نقطه قوت پلي استيشن بازي god of war 3 مي باشد.,1,Positive
از هر لحاظ که بخاي انتظاراتمو تقريباً برآورده کرده مخصوصاً با زومي فوق‌العاده‌اي که در حين فيلم برداري داره.,2,Positive
طراحی گوشی نیز بسیار آرگونومیک صورت گرفته و در قسمت پشتی کاملاً زیبا می‌باشد.,2,Positive
دکمه هاي لمسيش سخته کار کردن باهاش.,-1,Negative
"به نظر خيلي خوب مياد

مخصوصا داک هم داره",2,Positive
در پایین ترین حساسیت،  عکس ها کیفیت فوق العاده بالایی دارند،  کاملا شارپ هستند و شفافیت رنگ ها نیز عالیست.,2,Positive
"با سلام

گوشي خوبيه ولي منو نا اميد کرد به نظر من آيفون 4اس رو کمي پيشرفته کردن شده آيفون5 اون چيزي که انتظار داشتم نيست پس درود بر سامسونگ و گوشي فوق العاده آن يعني نوت2 .",-1,Negative
همين چنتا قابليت اضافه شده مثل باتري بهتر،  صفحه نمايش بهتر،  دوربين بهتر و سيستم عامل جديد خيلي مهمه.,1,Positive
بهترين گوشي و خيلي بهتر از sony وhtc,2,Positive
پردازنده خوب با سرعت مناسب6.,1,Positive
اما مهم‌تر از تست‌های جاوا،  تست‌های گرافیکی هستند که نتایج جالبی را به ما ارائه نمودند.,1,Positive
واقعا زيبا و خوش دست و اعتياد آور وقتي اولين بار ايفون 2g رو تو دستم گرفتم و قفل صفحه نمايش اونو باز کردم احساس کردم دوسش دارم پوشش Oleophobic روي صفحه نمايش نميزاره که انگشت روي صفحه نمايش موقع کشيدن گير کنه و به همين دليل لمس کردن ايفون لذت بخشتر از لمس کردن گوشيهاي لمسي ديگه است که اين 100% اعتياد آوره و اونايي که ايفون دارن موقعي گوشيشونو عوض ميکنن که بخوان اونو به ايفون جديد ارتقا بدن ios مثل زندان ميمونه فقط با همون محيط کاربري بايد کار کني به نظر من اين خودخواهيه*به قول استيو جابز ما بهتر از مصرف کننده تشخيص ميديم که مصرف کننده چي ميخواد* اما رابط کاربري رو اينقدر ساده طراحي کرده که از بچه کوچيک گرفته تا پيرمرد راحت ميتونه ازش استفاده کنه  در کل دوستاني که تو انتخابشون بين ايفون5 با گلکسي نوت2 گير کردن و دو دل هستن موقعي به آرامش ميرسن که هر دوتاشو با هم داشته باشن,2,Positive
نسبت به پولي که ميدين پردازندش خوبه ولي چون پردازنده گرافيکي نداره براي بازي اصلا خوب نيست صفحه ي کوچيکش هم براي وب گردي مناسب نيست خودم يک سال اين گوشيو داشتم,-1,Negative
تمامه سريالامو با فيلمام توش ميبينم کيفيت تصويرشم که فوق‌العادست.,2,Positive
"با سلام 

من حدودا دو ماهه که خريدمش و گوشي خيلي خوبيه و دوستي که گفته بودن صداي اهنگش در محيط باز کمه برن هر گوشي ديگه اي رو ميخوان امتحان کنن امکان نداره کيفيت صداش به پاي ايون برسه .",1,Positive
در کل گوشي‌هاي سري NOTE و S سامسونگ محشرن و قابليت‌هاي فوق‌العاده‌اي دارند.,2,Positive
کوچک.,1,Positive
در کل  بي شک  one x plus ميتونه يه گوشيه جالب و جذابي براي کاربرا باشه.,1,Positive
اين درايو نوري از کارايي بالاتر و نويز کمتري نسبت به نسخه قبلي برخوردار است.,1,Positive
پس حتی اگر کلاه ورزشی خاصی هم به سر نداشتید می توانید دوربین را به این سربند کشی و سپس به سر خود وصل کنید تا دوربین بر روی پیشانی شما قرار بگیرد.,1,Positive
واقعیت جدید را با تصاویر وضوح بالای کامل تجربه کنید.,1,Positive
جمع بندی همان‌طور که گفتیم،  سامسونگ برای در دست داشتن بازار به تولید مدل ارزان‌تر گوشی موفق خود یعنی گلکسی نوت دست زد و با تولید گلکسی گرند،  آرزوی بسیاری برای داشتن یک گوشی بزرگ با قیمتی کمتر را بر آورده نمود.,1,Positive
گوشي واقعاً استثنايي هستش.,2,Positive
ولي خوب دوربين اينفينيتي يه مقدار بهتر بود.,1,Positive
البته وبکمش واقعا HD نيست.,-1,Negative
البته با اين مقدار بودجه اي که براي خريد اين گوشي اختصاص مي دهيد امکانات ايده آلي دريافت خواهيد کرد.,1,Positive
در کل من ازش راضيم,1,Positive
رنگ هاي متنوع !,1,Positive
نظر خودم اينه که به مارک سوني اعتقاد کامل دارم و محصولاتش و با اطمينان مي خرم حتي اگه گارانتي نباشه که در مورد اين گوسي هم منو راضي کرده.,1,Positive
دوربين خوبيه.,1,Positive
اي کاش نوکيا از اندرويد استفاده ميکرد و اين سقوط بزرگ را تجربه نميکرد.,-1,Negative
برای عکاسی هم دیگر نیازی نیست که نگران تنظیمات دوربین باشید،  کافیست که آن را بر روی مود عکاسی Intelligent Auto یا اتوماتیک هوشمند قرار دهید،  دوربین را به سوی سوژه نشانه بروید،  دکمه‌ی شاتر را بفشارید تا سپس دوربین خود همه‌ی تنظیمات نوردهی و دیگر پارامترها را بر روی بهترین مقادیر تنظیم کند تا با کیفیت ترین عکس بدست آید.,1,Positive
طراحي هم که هيچ تغييري نکرده!,-1,Negative
دوربين 8مگاپيکسلي اين گوشي منهاي، افزوده شدن قابليت عکسبرداري در محيط کم نور با کمترين نويز تصوير، مي توان گفت همان دوربين مدل قبلي يعني 4sاست که طليعه دار 8 مگاپيکسلي هاي موجود تا به امروز است.,1,Positive
اکس باکس قابليت اجراي بازي هاي نسل جديد با گرافيک چشم گير و کيفيت HD را ارائه مي دهد که از اين لحاظ واقعا کامل است.,1,Positive
من يک هفتست که اين تبلت رو از ديجي کالا خريدم از نظر کيفيت ساخت بدنه و اجزا خيلي خوبه و عالي نيست چون دکمه هاي ولوم و قفل صفحه گاهي سهوا فشرده ميشن هنگام کارکردن البته با کمي عادت کردن ديگه مشکلي پيش نمياد صفحه نمايش هم کيفيت بالايي داره و رنگ ها بسيار طبيعي ظاهر ميشن و از کار کردن با اون لذت مي بريد براي فيلم ديدن و کتاب خوندن واقعا کارايي داره و جزئيات به خوبي نمايش داده ميشن اما انتظار معجزه هم نداشته باشيد و صفحه نمايشش در ميان رقبا کيفيت متوسطي داره از نظر وزن جزء سبک وزن ها محسوب ميشه ولي بازم با يک دست نگه داشتن طولاني باعث اذيت شدنتون ميشه پس اگر قصد مطالعه و فيلم ديدن به مدت طولاني داريد حتما به وزن تبلت توجه داشته باشيد (از نظر من بهترين سايز 7 اينچ براي کتاب خوندن )کيفيت صدا بدون تعصب يکي از بالاترين کيفيت صداها بوده که در بين دستگاه ها ديدم از نظر بلندي هم مطمئن باشيد که نااميدتون نميکنه .,1,Positive
از مشخصاتش معلومه که گوشيه خوبيه .,1,Positive
لوميا ۶۲۰ اگر چه ارزون ترين لوميا در ميان سري جديد گوشي هاي نوکيا با ويندوز فون ۸ به حساب مياد اما تعداد زيادي از سايت ها اين گوشي رو با توجه به قيمت و امکاناتش متوازن ترين لوميا و بهترين خريد در ميان گوشي هاي هوشمند ارزون قيمت به حساب ميارن.,1,Positive
همین مدل،  در تست تماشای ویدئو توانست نزدیک به سه ساعت و نیم شارژدهی کند که کاملا رضایت بخش است.,2,Positive
• نرم افزار شاید اصلی‌ترین دلیل کم شدن فروش محصولات نوکیا در چند سال اخیر به عدم پیشرفت نرم افزاری گوشی‌های آن برگردد.,-1,Negative
در صداهای متوسط،  کیفیت صدای تولید شده بسیار شفاف و دقیق است.,2,Positive
"ترکیب بیشینه‌ی گشودگی دهانه‌ی f/2.8،  لرزش گیر تصویر اپتیکال و بیشینه‌ی حساسیت سنسور یا ایزو 12,800 این دوربین را کاملاً مناسب عکاسی در شرایط نوری ضعیف کرده است.",1,Positive
با آمدن ميان‌افزارهاي جديد به راحتي مي‌توان آن‌ها را آپديت کرده،  ارتقا داد.,1,Positive
سبک و زيبا فقط 100 گرم3.,1,Positive
سلام دوستان در مورد دکمه هاي لمسي پايين ion بايد بگم اصلا يک ضعف نيست اگر به مقدار تحقيق کنيد متوجه ميشيد.,1,Positive
و با قرار گیری یک لایه از جنس یاقوت بر روی لنز دوربین،  هم محافظت بهتری از آن به عمل می‌آید و هم عکس‌ها شفافیت بیشتری پیدا خواهند نمود.,1,Positive
موفق و پيروز باشيد,1,Positive
من که خيلي دوستش دارم.,2,Positive
باطريش بي نظيره و اصلا نيازي به تعويض باطري ندارين .,1,Positive
سيستم عامل اين گوشي از سري 40 نوکيا هست که قابل مقايسه با سري 60 نوکيا نيست و برخي کمبودهايي در مقايسه با سري 60 داره.,-1,Negative
در تبليغات اين تبلت از مقاومت بالاي صفحه در برابر خش صحبت شده بود که از نظر من واقعيت ندارد.,-1,Negative
در نهایت اگر به دنبال بهترین تبلت اندرویدی موجود در بازار هستید،  بدون هیچ شک و تردیدی ASUS Transformer Pad Infinity بهترین و به عبارتی تنها انتخاب شما خواهد بود.,2,Positive
با وجود سيم کارت اين تبلت تمامي امکانات اينترنتي  رو که شما احتياج داريد بطور پيش فرض داره و يقين کنيد اين امکانات بهترين در نوع خودشون هست چون گوگل خودش اينا رو بهينه کرده و پشتيباني ميکنه .,1,Positive
شما با داشتن اين گوشي هيچوقت احساس پشيماني نخواهيد کرد و از خريدش کاملاً راضي خواهيد بود چرا که اين گوشي در آينده نيز حرفهاي بسياري براي گفتن خواهد داشت.,1,Positive
باتري مناسب و خوب براي تبلت 12.,1,Positive
در خريدش شک نکنيد ,1,Positive
مرورگر اینترنت همان مرورگر استاندارد اندروید است که کارایی مناسبی دارد.,1,Positive
از فلش به طور کامل پشتیبانی می‌شود و حتی صفحات اینترنتی سنگین به راحتی و به سرعت باز شده و همه چیز بسیار روان است.,2,Positive
"ميخوام بگم تو خريدش اصلا شک نکنيد 

 گوشي فوق العاده ايه از هرنظر !",2,Positive
سنسور BSI-CMOS در شرایط نوری ضعیف عملکرد خیلی بهتری را نسبت به سنسورهای CMOS معمولی ارائه می‌دهد.,2,Positive
کيفيت ساخت خيلي خوبي داره.,2,Positive
بر طبق اعلام این سایت،  فرکانس پردازنده آیفون 5 حداکثر 1.2GHz می‌باشد که به همراه 1 گیگابایت حافظه رم و یک پردازشگر گرافیکی بسیار قدرتمند از نوع PowerVR SGX 543MP و سه هسته ای تولید گشته است.,1,Positive
و از نظر بلندگو هاش که خيلي خوب و در عين حال خيلي با کيفيت هست و کيبردش که ديگه حرف نداره نسبت به لپ تاباي ديگه خيلي بهتره کار کردن باهاش خيلي لذت بخشه و صفحه ي تاچش هم بزرگ و هم حساسه و ..,2,Positive
توي قيمت بهترين گوشي هست.,1,Positive
به طور کلی می‌توان گفت که کیفیت ساخت دستگاه بسیار بهتر از مالتی مدیا پلیرهای رده بالای دیگر مانند Samsung Galaxy Player می‌باشد.,2,Positive
فکر ميکنم دوربين خيلي خوبي باشه با اين امکانات!,2,Positive
همچنین می‌توان گفت که کار کردن با این دوربین،  در حالی که دستکش به دست دارید نسبتا مشکل است.,-1,Negative
این دوربین از نظر کنترل ها هم کاملاً غنی می باشد.,1,Positive
به نظر من چيزي که در اين تبلت خود نمايي ميکنه صفحه نمايشfull HD  است و سرعت بالاتر پردازنده.,1,Positive
از نظر کیفیت عکس های گرفته شده، دوربین این گوشی یکی از بهترین دوربین‌هایی است که بر روی گوشی های تلفن همراه مشاهده کرده ایم.,2,Positive
بسیار خوب،  همانطور که گفتیم،  P520 دوربینیست که در بالاترین سطح دوربین های شبه SLR نیکون قرار می گیرد.,1,Positive
اين موضوع براي محصولات ديگه اين کمپاني هم صادقه که با ظاهر سازي جلب نظر ميکنه تا چشم شما رو به يک سري واقعيات ببنده و نمونه ي بارزش هم ميشه به استفاده از پردازنده ي گرافيکي PowerVr SGX535 روي يک گوشي با سي پي يو 800مگا هرتزي(iPhone 3GS)اشاره کرد که بتونه با توان گرافيکي بالاي خودش بازي هاي پر گرافيک و محيط پر زرق و برق iOS رو به راحتي اجرا کنه و هم چنين آي پد جديد که ميشه گفت  غير از  رزولوشن و پردازنده ي گرافيکي که مجبور به ساپورت و رندر اين رزولوشن بالاست هيچ چيزي نداره.,-1,Negative
حتي در زوم هاي بالا هم کيفيت عکس ها کاملا حفظ ميشن.,1,Positive
حتی سنگین‌ترین بازی‌های HD نظیر Infinity Blade نیز کاملا روان و بی نقص اجرا شدند.,2,Positive
این دوربین توانایی ضبط ویدیویی 1080p Full HD را نیز دارد.,1,Positive
رابط کاربری دستگاه اما بسیار شبیه به رابط کاربری موجود بر روی گوشی‌ها و تبلت های سطح بالای سامسونگ است که یکی از بهترین رابط کاربری‌های موجود بر روی گجت هاست.,1,Positive
در نقد و بررسی HX100v عنوان کرده بودیم که نداشتن کفشک فلاش اکسترنال برای آن یک نقطه‌ی ضعف محسوب می‌شود.,-1,Negative
من مدل i9100g دارم و اصلا داغ نميکنه.,1,Positive
اما تا آنجا که از تجربیات شخصی بر می آید؛ حداقل استفاده از Kinect در Xbox 360 Slim راحت تر و مناسب تر است نسبت به Move PS3 یا  دستگاه Wii.,1,Positive
قابليت جالبي که در اين نوع گيم پد وجود دارد،  هماهنگي آن با تمام دستگاه‌هاي مجهز به USB و سيستم عامل ويندوز XPاست که اين موضوع امکان استفاده از آن را روي کامپيوتر امکان پذير مي‌‌سازد.,1,Positive
به دلیل وجود پنل IPS بر روی این صفحه نمایش،  عملکرد آن در زوایای مختلف نیز بسیار مناسب و قابل قبول است.,2,Positive
همان طور که گفتیم کیفیت دید از زاویه‌ی آن فوق‌العاده است و با چرخاندن و نگاه کردن از زوایای تند تر هم کیفیت رنگ‌ها تغییر نمی‌کند.,2,Positive
• طراحی و ساخت همان‌طور که گفتیم،  ASUS X کیفیت ساختی بسیار بالا دارد.,2,Positive
به هر ورزشی که قصد دارید بپردازید کافی است که بوسیله ی استقرار مناسب،  دوربین را به بدن یا وسیله ی خود متصل کنید و سپس فیلم برداری را شروع کنید تا تصاویر با کیفیت بسیار عالی Full HD بر روی کارت حافظه ی دوربین ثبت شوند و سپس بتوانید یا برای لذت بردن و یا بررسی علمی،  عملیات ورزشی خود را مشاهده کنید.,2,Positive
شفافيت صفحه نمايش .,1,Positive
راستش بايد اعتراف کرد که اگر من هم مثل خيلي ها One X خريده بودم،  از ورود اين گوشي به بازار ناراحت مي شدم.,-1,Negative
اما یکی از بهترین قابلیت‌های این گوشی،  وجود NFC بر روی آن است.,2,Positive
• طراحی اکثر بخش‌های بدنه دستگاه از پلاستیک مات ساخته شده و به همین دلیل بازتاب نور کمی دارد و در مجموع ظاهر نوت‌بوک بسیار مناسب است.,1,Positive
خيلي عاليه.,2,Positive
تنها ضعفي که اين پرينتر دارد عدم وجود يک نمايشگر ديجيتالي براي تنظيم و نيز آگاهي از ميزان ذخيره پودر در درون آن است ,-1,Negative
دوربين هاي سري V سوني قابليت Geotag هم دارند البته دقت کنيد هنوز استانداردي براي اين قابليت وجود ندارد و بايد از نرم افزار نه چندان قوي سوني استفاده کنيد.,-1,Negative
همچنین به دلیل طراحی مناسب و بافت دار قاب پلاستیکی پشت این دستگاه،  امکان لیز خوردن آن از دست بسیار کم است و احساس امنیت خوبی را در حین کار کردن به شما خواهد داد.,1,Positive
من 3ماهه اين گوشي رو خريدم و از خيلي نظرها بي‌نظيره ولي خيلي زياد هنگ ميکنه و حتي خاموش هم نميشه و تازگيا زياد شده که صداش قطع شه و حتي اس ام اس ها يا زنگ ها و آهنگ هام هم صدا ندارن و اين خيلي اذيت مي‌کنه و من مجبورم مدام خاموش و روشنش کنم.,-1,Negative
آفرين به سامسونگ همون چيزي که مشترى ميخاد ميده بازار .,1,Positive
")

4.قيمت کمتر (براي رقابت با سايرين)

اما با اين حال گوشي فوق العاده اي هستش.",2,Positive
این کیبورد علاوه بر تایپ کردن سریع،  به کاربران این امکان را می‌دهد که به یک سری از قابلیت‌های دستگاه مانند بلوتوث و Wi-Fi نیز به سرعت دسترسی پیدا کنند.,1,Positive
شارژ آسان کاتريج با هزينه ناچيز 10 هزار تومان براي گرفتن 1500 برگ گافي است .,1,Positive
تنها ايرادش زود تمام شدن جوهر است.,-1,Negative
علاوه بر این،  پورت‌های شبکه Ethernet و FireWire نیز حذف شده‌اند ولی در عوض پورت‌های پرسرعت USB 3.0 و Thunderbolt وجود دارند.,1,Positive
درسته که المينيوم دورش مقاومت کمتري داره ولي با يه کاور حل ميشه و جاي هيچ مشکلي نيست و اينو بگم واقعا در طراحي بي رقيب و بي نظير و..,1,Positive
اصلانم نگران آويزون شدن جيبتون نباشيد چون سبکه.,1,Positive
تبلت بسيار خوبيه با اينکه دوربينش ضعيف تره اما کارايي زيادي داره.,1,Positive
زوم بسيار عالي داره فلشش خيلي کاربرد داره کيفيت عکس و فيلم‌برداري در سطح مطلوبيه صدا برداري خوبي داره.,2,Positive
فقط اگه لوازم جانبي بتونين براش بيارين واقعا عالي ميشه,1,Positive
براي اين منظور در صورت اتصال دسته به کنسول XBOX360،  در اطراف دکمه‌ي پاور دستگاه،  چراغي روشن مي‌شود که به وسيله‌ي آن کاربر قادر خواهد بود از ارتباط ميان کنسول و دسته آگاه شود.,1,Positive
گوشي خوبي نسبت به قيمتش.,1,Positive
تاچ‌پد N43SM با سایزی استاندارد ساخته شده و از نظر طراحی و عملکرد مشکل خاصی در آن به نظر نمی‌رسد.,1,Positive
تلویزیون هوشمند سامسونگ شما به دلیل دارا بودن دقت تصویری دو برابر تلویزیون های اچ دی معمولی،  تجربه دیداری شگرفی می آفریند که شما را از مرز صفحه تلویزیون فراتر برده و در تصاویر نفس گیر خود غوطه‌ور خواهد ساخت.,1,Positive
چنان‌چه درايو کنسول شما Samsung باشد و از آخرين ورژن ميان‌افزار درايو استفاده نماييد،  به راحتي مي‌توانيد بازي‌هاي XBOX را برروي يک dvd کپي کرده و آن‌را اجرا نماييد.,1,Positive
من سه ماهي ميشه که اين لپ تاپ رو خريدم ميشه گفت لپ تاپ کم نقصيه.,1,Positive
اما وقتی متوجه شوید که رزولوشن این صفحه نمایش 800×480 پیکسل است نا امید خواهید شد.,-1,Negative
به محض قرار دادن این دو در کنار یکدیگر نخستین چیزی که متوجه آن می شوید،  فقدان پنجره ی چشمی اپتیکال در مدل جدیدتر است.,-1,Negative
ولي خيلي راحت ميتونين از بازار و جاهاي ديگه هم اين تبلت رو قيمت بگيرين و متوجه بشين توي اين سايت از همه جا ارزونتر ميتونيد بخريدش.,1,Positive
ضبط ویدیوها در کامپرشن AVCHD 2.0 صورت می گیرد که کیفیت فوق العاده بالایی را ارائه می کند.,2,Positive
نوت2 تنها رقيبشه اما الجي بر خلاف مدل قبلي گوشيهاش مثل 4x که خودم خريدمش يا نکسوس که واقعاً فوق العاده هستن ضعيف عمل کرده من با اين گوشي کار کردم مکالمه باهاش خيلي سخته.,-1,Negative
من گوشي رو تا روشن کردم پيام آپديت داد که نشون ميده ساپورت نرم افزاري خوبي هم داره .,1,Positive
• جمع بندی Acer Aspire E1-531 با توجه به قیمتی که دارد،  یک لپ‌تاپ بسیار خوب و یک خرید مقرون به صرفه محسوب می‌شود.,2,Positive
همچنین،  تعدادی ویجت کاربردی مانند باتری،  ایمیل و یا ساعت نیز بر روی این گوشی قرار دارد که ویجت آب و هوا بر روی این گوشی با طراحی بسیار خوب،  خود نمایی می‌کند.,1,Positive
اما به نظر من که هميشه نوکيا داشته م و الان هم نوکيا 500 دارم ، اين گوشي زياد کارايي نداره.,-1,Negative
"خودم از ديجي کالا خريدمش بسيار با کيفيت به دستم رسيد

",2,Positive
صفحه لمسيش هم به نظر من از ايفون خيلي بهتره .,1,Positive
وداراي اندرويد 4.1 است وداراي gpu mail400 است ولي مقدار کارکرد ان نسبت به مدل قبلي ضعيف تر شده است .,-1,Negative
من هنوز نخريدم ولي اين طور که گفتند اگر رايتل يا ايرانسل در اسلايد 2 قرار بگيره آنتن نخواهي داشت فايده اي نداره و اکثرا نميتونند از همراه بانک استفاده کنند .,-1,Negative
گوشي فوق العاده سريع.,2,Positive
من که خيلي راضيم.,2,Positive
سلام دوستان عزيز اين گوشي 2ماه هست که به بازار دنيا اومده-درجه 1 هست,1,Positive
‎صفحه نمايش عالي.,2,Positive
به علاوه این تبلت می‌تواند با کیفیت Full HD 1080p فیلم‌برداری کند.,1,Positive
فکر مي کنم بهترين تبلت تو دنيا باشه.,1,Positive
بدياش اينه که فلشش خودکار نيست.,-1,Negative
يه حسني که داره نور محيطو جذب ميکنه بازتاب نميکنه برنامه‌هاي متنوعي داره مثل کيدز که براي سرگرمي بچه هاست به نسبت قيمتش و سه بعدي بودنش و کنتراست بالايي که داره فوق‌العاده قيمتش مناسبه رزولوشن عالي داره ميشه گفت هيچ جاي سياهي هم اطراف تصوير نمي داره من نسخه فيلم هاي فول اچ دي رو روش تست کردم واقعاً عاليه .,2,Positive
روشنایی نمایشگر به وسیله‌ی سنسور سنجش نور محیطی می‌تواند به صورت خودکار تنظیم شود و این کار تا جایی که ما دیدیم کاملاً درست انجام می‌گیرد.,1,Positive
متأسفانه ما انسانها خيلي زود با تبليغات گول ميخوريم و هنوز کالايي را نخريده در باره ان نظر ميدهيم .,-1,Negative
اول به لنز دستگاه شک کردم ولي مشکل از لنز نبود کم کم متوجه شدم که دستگاه حتي بازي اصلي رو هم نميخونه.,-1,Negative
واقعا شگفت انگيزه ولي واقعا قابليت شخصي سازيش پايينتر از رقيب خود اندرويده به علاوه محدوديت هايي همچون :نصب انلاين نرم افزار ها بدون راديوبلوتوث غير فعال براي خيلي چيزا و.,-1,Negative
این گوشی،  با سخت افزار مناسب،  صفحه نمایش بسیار خوب و طراحی زیبای خود،  هر کاربر علاقمند به سیستم عامل ویندوز فون را وسوسه می‌نماید که یکی از آن خریداری کند.,2,Positive
این تراکم پیکسلی برای نشان دادن جزئیات دقیق و متون صفحات اینترنتی بسیار مناسب است.,2,Positive
بدنه ي اين دوربين بسيار کوچک و زيباست که همين باعث شده دوربين فشرده با کارايي بالا داشته باشيم.,2,Positive
شاید تنها نکته ای که در مورد جنس بدنه iPhone 5 می‌توان گفت،  خش پذیری نسبتاً زیاد آن است.,-1,Negative
اما وقتي ميخواد هارد 500 گيگ رو بخونه ، حداقل بايد 3 الي 4 دقيقه صبر کنيد.,-1,Negative
لمسش بهتر از هم رده هاي خود است.,1,Positive
در حقیقت می‌توان به جرات گفت که کمتر تبلتی در بازار وجود که دوربینی به خوبی دوربینStylistic    داشته باشد.,1,Positive
"سلام

xbox واقعا حرف نداره گرافيک سه بعدي،  پخش فيلم و بازي HD ، داشبورد هاي قشنگ ، کينکت، طراحي دسته که حرف نداره واقعا خوش دست هستند ، ذخيره بازي در هارد ، َبازي هاي انلاين و بازي کردن با افراد بصورت انلاين .",2,Positive
این تاچ پد از نوع مالتی تاچ می‌باشد و عملکردی کاملا استاندارد و صحیح را از خود به نمایش می‌گذارد.,2,Positive
اين دومين ايراد مهمي بود که برطرف شد.,1,Positive
صفحه نمايش بزرگي داره و لمسي بودن صفحه اش هم خيلي به کار مياد بخصوص وقتي که بخواهيد روي هر نقطه از تصوير فوکوس کنيد با لمس اون نقطه فوکوس انجام ميشه.,1,Positive
من خريدمش واقعاً راضي هستم امکاناتش واقعاً عالي هست.,2,Positive
در خصوص کيفيت نمايش و روشنايي صفحه نمايش بايد بگويم خيلي عالي و بسيار بالاتر از ipad 4 است.,2,Positive
دقیقا همان سنسوری که بر روی HX100v هم استفاده شده بود،  ولی با 2 مگاپیکسل رزولوشن بیشتر.,1,Positive
زوایای دید این صفحه نمایش واقعا عالیست به طوری که حتی اگر از بالا یا پایین به صفحه نمایش نگاه کنید،  هیچ‌گونه تغییر خاصی در کیفیت صفحه نمایش مشاهده نخواهید کرد.,2,Positive
این بسیار بهتر از آن است که برای شروع فیلم برداری نخست مجبور شوید بر روی مود Movie بروید.,1,Positive
با فشار دادن کليد پاور اولين ويبره گوشي دست رو ميلرزونه و مارک LG در بين صفحه نمايش 5 اينچي اين فبلت زيبا ظاهر ميشه و در عرض حدود 20 ثانيه اولين Startup گوشي تموم ميشه و صفحه تنظيمات سيستم عامل اندرويد ظاهر ميشه.,1,Positive
دوربين واقعا عالي اي هست.,2,Positive
صفحات روان باز شده، حرکت دادن و زوم کردن در صفحات بدون کوچک‌ترین مشکل یا کاهش سرعتی بوده و بطور کامل از فلش پشتیبانی می‌شود.,1,Positive
"انصافا گوشي غوليههههههه

",1,Positive
نه خیلی سنگین و نه خیلی سبک.,1,Positive
جایی که سنسور تصویر 16 مگاپیکسلی APS-C Xtrans ساخت خود فوجی فیلم قرار گرفته و این بار فیلترهای سنتی Bayer برای تولید عکس رنگی با فیلتری کاملا پیچیده تر تعویض شده اند که طبق ادعای فوجی فیلم کیفیت رنگ را به طور چشمگیری افزایش داده است و دیگر به Low Pass Filter احتیاجی نیست.,1,Positive
فقط نميشه بازيهاي HD روش نصب کرد من خودم نصب کردم سرعتش کم مياره.,-1,Negative
اصلا راضي نيستم،  حتي نمي تونم ويندوز توش بريزم.,-1,Negative
یکی از مهمترین و بهترین امکانات اضافه شده در GALAXY Tab 2 7.0 سیستم عامل آن است.,2,Positive
دو کلید هم به صورت مجزا در پایین تاچ پد قرار دارند و بسیار خوب ساخته شده‌اند.,1,Positive
این پیشرفت خیلی خوبیست و باعث می شود که عملکرد این دوربین در شرایط ضعیف نوری کاملا برتر باشد و بتوان با سرعت های شاتر بالاتری عکاسی کرد.,2,Positive
در عين حال به تازگي شاهد ارائه سيستمهاي دربازکن تصويري هوشمند و قفلهاي درب منازل در ايران از سوي سامسونگ بوديم که شما ميتونيد با تکنولوژي NFC ارائه شده در گوشيهاي سامسونگ با بالاترين امنيت تمام منزل رو تحت کنترل داشته باشيد.,1,Positive
دوستان از روي تصوير نمي توانيد به زيباييش پي ببريد بايد ببينيدش,1,Positive
از هر نظر 100 درصد عاليست.,2,Positive
"يکي از دلايلي که صفحه نمايش تمام آيفون‌ها ""3.5 بود اينه که با يکدست به راحتي ميشه با اونها کار کرد.",1,Positive
با این حال کیفیت عکس‌ها معمولی هستند.,-1,Negative
بي‌نظير و عالي باورم نشده يه گوشي ميتونه با اين قيمت اين کيفيت رو داشته باشه فقط لوازم جانبيش گير نمياد مثل قاب از هر نظر عالي ,1,Positive
همانطور که گفتیم،  S3200 دوربین بریجی در سطح متوسط است.,-1,Negative
زیرا گوگل معتقد است که عکاسی و فیلم برداری با تبلت چندان مورد توجه و استقبال کاربران قرار نگرفته است و بیشتر آن‌ها تمایل به استفاده از تبلت خود برای برقراری تماس‌های ویدیویی دارند به همین دلیل یک دوربین 1.2 مگاپیکسلی در قسمت جلوی این دستگاه قرار گرفته است که برای این منظور کافی به نظر می‌رسد.,1,Positive
به هر صورت نمی‌توانیم خوشحالی خود را از این موضوع پنهان کنیم.,1,Positive
خيلي بهتر از ps3 و wii بهتره.,2,Positive
حدود 3 ساعت به طور مداوم کار گرافيکي و مونتاژ سنگين باهاش انجام داديم و به خوبي از پس پردازش اون بر اومد.,1,Positive
