sentence,sentiment
دوربینش هر روز ارور میده، باید روشن خاموش کنی درست شه،باتریش به شدت ضعیفه،سریع هم داغ میکنه،کلا از خریدش پشیمونم,2
دیجیکالا لطفا موجودش کن,1
من هرجا که رفتم رنگ سفید یعنی white preal نداشتن  لطفا موجودش کنین,1
مورد مناسبیه برای خرید، من که واقعا راضی ام,0
تلوزیون نسبت به قیمت عالی و در مقایسه با دیگر محصولات بهترین,0
سلام   لب تاب خیلی خوبیه من قبلا سونی و دل هم داشتم ولی این خیلی بهتره!  اولشس تو خریدش شک داشتم ولی بعد  ی مدت واقعا نیاز های منو بر اورده کرد   تنها مشکلش ک منو خیلی آزار میده جذب اثر انگشته و کیبوردش بعضی از حرفای پرکاربرد دچار مشکل شده!و با سختی بعضی مواقع عمل میکنن!  از لحاظ باتری هم بگم ک خیییییلییییی خوبه و اگه درست استفاده بشع در استفاده مداوم راحت 6 7 ساعت رو جواب میده.,0
سلام من این کیبورد را برای تبلتم که سرفیس پرو 3 هست خریدم در  یک کلام عالی بی سر و صدا و اینکه حسگر اثر انگشت آن با پرو 3 هم نیز کار می کند واقعاٌ فوق العاده است به کسانی که پرو 3 دارند پیشنهاد می کنم.,0
من چند ماهه دارم این مانیتور رو...  من راضی ام ازش کاملا...  البته خب کاربردها متفاوته... من بازی نکردم باهاش... اینه که نمیتونم در مورد زمان پاسخش خیلی نظر بدم...  اما برای کار من خیلی اندازه و کیفیتش مناسبه...  همزمان چندتا پنجره رو با اندازه ی بزرگ کنار هم داشته باشی خیلی خوب و کاربردیه... که قطعا مناسب برنامه نویسا، گرافیستا، ادیتورها و این طور کارها ست...  البته یه چیز دیگه هم اضافه کنم: کیفیت صدای اسپیکرش از چیزی که انتظار داشتم، خیلی بیشتر بود... من فکر میکردم خیلی صدای ضعیف و خفه ای داشته باشه... اما در حد یه اسپیکر معمولی بهتون جواب میده که جای امیدواری داره...,0
من سفارش دادم امیدوارم خوب باشه,0
لطفا محصول فوق را در پیشنهاد ویژه قرار دهید با تشکر از شما,1
سلام دوستان. من بین این تب و لنوو تب اس 8  مردد بودم که در نهایت این مدل رو انتخاب کردم. دو روز میشه که سفارش دادم با تیپاکس ،اما هنوز به دستم نرسیده.امیدوارم که از خریدم پشیمون نشم.این اولین خریدم از دیجیکالا بود. همراهش یه مموری ادیتا 32گیگ مدل پرو رو سفارش دادم.,1
یه سوال دیگه. همه لپ تاپ مایکروسافت ها داغ میکنن یا فقط این؟,1
عالیه داداشا حتما بخرید و. حال کنید این دنیا ارزش پول جمع کردن بیخودی و نخوردن های الکی نداره حتما حتما بخرید تا ساعت ها سرگرم شید و لذت ببرید,0
مرسى دیجى جون که کپسولاشو آوردى،  این طعمش عالیه حتماً پیشنهاد مى کنم,0
دوستانی که مشکل تداخل امواج تلفن با مودم در هنگام مکالمه دارن این کارها رو انجام بدن:  1.وارد کنسول مودم بشین  2.از قسمت network وارد بخش wireless lan بشین  3.در بخش wireless setup  گزینه channel selection انتخاب کنید و یک channel دیگه بغیر از 6 انتخاب کنید (من channel 11 رو پیشنهاد میدم)  4.مودم یکبار ریستارت کنید.  امیدوارم مفید فایده واقع باشه.,1
"الف) منطقه محل سکونت ما که طبق نقشه ایرانسل اصلا تحت پوشش 4G نمی باشد، این مودم توانست به راحتی 2 خط سیگنال پایدار دریافت کند.  ب) در  منطقه محل سکونت ما که از طریق موبایل امکان دریافت 3G تنها تا 3 خط سیگنال وجود داشت، این مودم توانست 4 خط سیگنال پایدار دریافت کند.  ج) به نظر من عدم پشتیبانی از USSD رو نمیشه به عنوان یه نقص در نظر گرفت بخاطر اینکه الان به روش های زیادی میشه یک سیم کارت رو سریع و راحت شارژ کرد.  د) کیفیت ساخت و بدنه مودم از جنس بسیار مرغوب و البته زیبایی است که از دیدن آن لذت خواهید برد.  ه) تنظیمات مودم بسیار بسیار ساده است.  و) طبق بررسی و متن نوشته شده در دیجی کالا ""امکان مجبور کردن مودم به کار در حالت 3G یا 4G وجود ندارد و دستگاه در این زمینه، هیچ اختیاری برای مصرف‌کننده قایل نیست"" که این عبارت #اشتباه است. مودم به راحتی اجازه میدهد که کاربر بین سه حالت (AUTO/3G ONLY/4G ONLY) هرکدام را که خواست انتخاب کند.  ز) تنها نکته منفی که من دیدم (البته در فریمور نسخه 1.0) عدم نمایش کامل متن اسم ام اس ها می باشد.",1
سلام لطفا پیشنهاد ویژه کنید... قدرت خرید ما با پیشنهادات ویژه شما بالا میره,1
چرا موجودش نمیکنید اخه,1
دوستان سلام  من این محصولو 3 ماهه استفاده میکنم  برای سر کلاس دانشگاه عالیه مخصوصا اپه استادتون عادت به راه رفتن در کلاس های بزرگه  حساسیت این دستگاه اونقدر بالاست که مشکل آفرینه چون برای نمونه حتی میتونم بگم ارتعاشات سطح سختیو که روش قرار داره رو هم ضبط میکنه   پس حتمن یادتون باشه زیرش نرم باشه   در ضمن مدل شارژیشو حتمن بگیریدتا اشتباه منو نکنید چون من همیشه باید حواسم به شارژش باشه چون باطری خورش خیلی مصرف باطریش زیاده  حتمن حتمن یه کابل OTGهم همراهش بخرید,1
این مدل رو تو پیشنهاد ویژه خریدم بابت این موضوع از دیجی ممنونم  کیفیت بدنه عالیه و از مواد با کیفیتی ساخته شده  قدرت اصلاحش خوبه.طوری که آدم فکر میکنه تو صورتش مو نداشته از اول  نگهداری شارژشم ک حرف نداره  ضد آب بودنشم ک دیگه نیازی به توضیح نداره  اگه قصد خرید ریش تراش دارین بهترین گزینه هستش,0
به نظر من تبلت خوبیه فقط تنها مشکلی که داره تاچشه ولی اونم قلق داره بعد چند روز دستت بهش عادت میکنه. در کل نسبت به قیمتش عالیه,0
عالیه ولی مثل مدل جدیداش نمیشه,0
آقا این گوشی فیلم برداریش کلن تاریک گرفته می شه یا ایراد از گوشی منه؟,1
این قیچی میوه چینی  در سه سایز      کوچک  و   متوسط    و    بزرگ       تولید شده  ..... که این قیچی از نوع اول یعنی سایز کوچک small   بوده .......من که این مدل رو خریدم به خاطر سایزش برای دستم خیلی کوچیک بوده و خیلی بد دست هستش  و در موقع کار کردن باهاش  خیلی اذیت میشم ......علتش هم توضیح ندادن سایت دی جی کالا هست وگرنه این مدل با این سایز رو نمیخریدم .....این قیچی  برای دست با سایز کوچک مناسب است...,0
لطفا گارانتی دو ساله بهین با قیمت مناسب رو موجود کنید.,1
بسیار بسیار بسیار گوشی عالیه هست منکه واقعا ازش راضی ام  مخصوصا باطری و دوربین و سرعت اصلا همه چیزش عالیه عالیه,0
به نسبت کیفیت و نوردهی ارزش خرید نداره,2
از شرکت دیجی کالا خواهشمندم در صورت امکان محافظ صفحه این گوشی را بیاورند،   بازار گشتم اما هیچ جا نداشت,1
دوستانی که استفاده می کنند آیا صفحه نمایش لمسی اون کاربردی داره  آخه وقتی باهاش کار میکنی تکون می خوره و چربی دست روش میمونه و دائم باید تمیزش کرد ...  به نظر من دستگاه خوب و کاملی هست اما صفحه لمسی چندان مورد نیاز نبود ...,2
سلام خدمت دوستان من حدود یک ساله که این تبلت  و دارم مال منم همون روزهای اول یک باره اسپکیر صداش به شدت کم شد بعد بردم گارانتی خدا رو شکر تا حالا هم صداش خوب بوده ودر جواب سوال دوستمون تبلت من که واسه وبگردی وبازی متوسط استفاده میکنم عالیه کیفیت صفحه واسه مطالعه خوب باطری هم خیلی خوب شارژ نگه میداره,0
دوبله و ترجمش عالیه. نکات خوبی رو آموزش میده.,0
تو خریدش شک نکنید بسیار عالی و خوش دسته,0
قیمتش مناسب باشه تو ایران خوب فروش میره.منم یکی از مشتریاشم,0
آیا این گوشی ، تک سیمکارته هم داره ؟! (چرا پول دو سیم بودنشو بدم ؟ )  لطفا تخفیفش رو لحاظ کنید و تا آخر اسفند تمدیدش کنید که منم آخر سالی برای مامانم یگ هدیه بگیرم ...  ضمنا توی همین هفته هم کلی خرید کردم ازتون ...   البته تا تابستون اگه پول بیاد دستم میخوام یه گوشی اپل و یک لپتاپ msi هم بخرم...   متشکر,1
سلام دوستان  منم مثل خیلی از شماها عاشق ظاهر قشنگ این گوشی شدم.الان که همه گوشیا یه شکل شدن،این گوشی واقعا غوغا کرده.  اما به نظر من کیفیت خوبی نداره.داغ کردن گوشی واقعا اعصاب خورد کنه و یه خورده فونت درشتش این حس رو به آدم میده که کیفیت صفحه نمایشش پایینه.  من اول این گوشیو خریدم ولی به خاطر مشکل باطری و تاچ به دیجی کالا پس دادم و به جاش xperia j خریدم و الان خیلی راضیم.  البته از دیجی کالا و پشتیبانی خوبش هم ممنونم.,0
گوشی خوبی  من که دارم ازش راضیم به شمام  پیشنهاد میکنم بخرید,0
یه سوال داشتم.می خواستم بدونم اگه کسی ویندوزفون 8 داره،با اومدن ویندوز فون 9،میتونه گوشیش رو با ویندوزفون 9 آپدیت کنه.اگه کسی اطلاع داره پاسخ بده.ممنون,1
راستی درمورد سه بعدی شم کسی داره توضیح بده سه بعدیش چجوریه واقعا عالی هست یا جنبه تبلیغاتی داره اخه یکی از آشناها یک سه بعدی خریده بود اسمش سه بعدی بود ولی اصلا تصویر رو واقعی و بیرون تلویزیون حس نمیکردی مدل D8880 خریده بود که اصلا سه بعدی خوبی نداشت ولی یکی دیگه از آشناها F8880 خریده بود کیفیت سه بعدیش عالی بود یعنی کامل تصویرو بیرچن تلویزیون حس میکردی الان کسی اگه اینو داره درمورد سه بعدیش ی نظری بذاره ممنون میشیم (تو کیفیتش که شکی نیس از F8880 خیلی سرتره ),1
دیجی لطفا موجود کنید چن تایی میخوام...پیشنهاد ویژهدبدین تو نوروز...,0
با اهدا سلام  و تشکر فراوان از مهندس مجتبی جعفری جهت راهنمایی برای حل مشکل WLAN (وایرلس) این سری مودم 2730u\u1  به خدمت دوست عزیزم  حامد مروتی و دیگر دوستانی که با خطای file format error! برخورد کردن عرض کنم باید از منوی Maintenance و قسمت Firmware Update فایل webupload آپلود بشه.  دقت کنید :  نه به اشتباه از هسمت اصلی در بخش Maintenanc و منوی System که برای برگرداندن بک آپ تنظیمات کانفینگ مودم هست .  من خودم انجام دادم و کاملا جواب گرفتم و مشکل 100درصد برطرف شد,1
این شارژر خیلی عالی باتری ها رو شارژ میکنه و کیفیت ساخت خوبی هم داره کلا نسبت به قیمتش خیلی خوبه,0
کنار دکمه روشن خاموش چراغ داره اونایی که خریدن بگن این چراغ چه کاری انجام میده نمایندگی زنگیدم گفتن 3g ساپورت میکنه بازم اینایی که میخرن لطفا مارو از ابهام در بیارن,1
سلام خدمت دوستان من این شمعو رو 206تیپ3 امتحان کردم نصبت به قیمتش شمع خوبیه و به خوبی جواب داد.,0
سلام لطفا این محصول را موجود کنید مرسی,1
سلام. دوستانی که این موس رو خریداری کردن، لطفا بگن که آیا داخل موس جایی برای نگهداری دانگل usb داره یا نه؟؟؟,1
من اکثرا سیستم های بازی رو میشناسم خب همه میدونیم بهترین گزینه برای بازی کنسوله وانصافا نمیشه با لبتاب و کامپیوتر شخصی مقایسه کرد چون شما برای داشتن کیفیتی که تو بازی هایPS4 هست کمش باید 10 ملیون خرج کامپیوتر کنی درضمن الان اوایل نسل هشتم بازی هاست وتا چند ساله دیگه بازی های انحصاری سونی قدرت خوشونو نشون میدن مثا آنچارتد خدای جنگ و غیره __ لطفا کنسول بازی رو با تبلت مقایسه نکنید واقعا شما بازی تبلت رو با کنسول مقایسه مکنید واقعا خنده داره(ببخشید که یکم زیاد شد ),0
ماسک خوبیه در کل نسبت به خیلی از ماسک ها و خریدشو پیشنهاد میکنم چون من برای مادرم خریدم و راضی بود.,0
من هم  پس از مدتی گشت وگذار تو سایتها و وسواس زیاد خریدمش.از نظر نرم افزار خیلی قویه وخوش دسته.در کل ازش راضیم.ممنون دی جی کالا,0
من تازه به دستم رسید سر پیچ گوشتی نداره و حالت چکشی نداره ولی قدرت خوبی داره ولی روی هم رفته با تخفیف خریدم و از خریدم راضیم,0
میگن لمس مشکل داره بخاطر نوع ال سی دی هستش که از نوع  حرارتی هستش وقتی انگش بهش نزدیک میشه مشکل میشه ولی با یه گلس میشه این مشکل لمس رو برطرف کرد.   و بعضیا گفته بودن  پایین ترین رده سری j هستش درسته اما امکانات عالیی داره  و واسه ی این گوشی الکی ننویسین من خودم دارم هیچ مشکلی نداره من خودم اس سون اج داشتم صفحه اصلیش شکست بخاطر همین مجبور شدم این گوشی رو بگیرم واینم بگم میگن حسگر اثر انگشتش مشکل داره دقیقا حسگر اثرانگشتش مثل اس سون اج کار میکنه   اگه کسی قسط خرید این گوشی رو داره بخره ولی از یه جای مطمن و معتبر حتما هم با گارانتی بخرید  یاعلی,0
اگر دنبال یک چند راهی هستین که عمراً دو شاخه ازش در نیاد، حتما بخرید. اما اگه مثل من کارتون با درگاه‌ها زیاده، به کارتون نمیاد.,1
سلام اگر میشود رنگ مشکی شو بیارید,1
عالیه ولی اکسپریا اکس پی هم فوق‌العاده هست باید نقد و بررسی اون رو هم ببینم بعد بینشان قضاوت کنم,0
من این مودم رو حدود 5 ساله دارم   خیلی مودم خوبیه و قابلیت های خوبی داره  برد وای فایش هم عالیه   و نسبت به قیمتش میتونم بگم عالیه  در مورد قطع و وصل شدنی که دوستان میگن !   ممکنه SNR خططون پایین باشه که مدام قطع و وصل میشه ! چون برای خودمم پیش اومده بود ،که مشکل خطمو درست کردم  و این که حتما آپدیت Frimware رو از سایت tplink.com/fa دانلود کنید !!  خیلی توی عملکرد فای وای و وصل شدن بهتر به ADSL تاثیر داره  موفق باشید,1
واقعا به درد نخوره هم اطرافش سیاه میشه هم کیفیتش میاد پایین از من که دو تا لنز بیشتر نبود.,2
حتی یک نفر هم از شما اسم عطر را نخواهد پرسید چون چیزی حس نخواهند کرد هر چند خود شما برای مدت زمان نسبتا خوبی بوی عطر را استشمام می کنید,2
بسیار گوشی عالی هست نسبت به قیمتش تمام نیاز هاتون رو براورده میکنه. تازه به نظر من خواستین بگیرین رنگ آبی رو بگیرید معرکه است.,0
firooz naseri (1394/5/29) :  باسلام خدمت همه دوستان عزیز و با تشکر فراوان از دست اندرکاران دیجی ؛ دوستان من میخوام یه پخش پایونیر 2750 بگیرم برای پراید 131 بنظرشما با این بلنگوها (6975v2 ) البته بدون امپ و ساب خوب جواب میده...؟؟؟ ممنون میشم اگر راهنماییم کنید لطفاء... مرسی از همه دوستان...  بدونه امپلی نه,1
این یه محصول معمولیه و نباید انتضار بیش از این داشت,2
آسانسوری دیگه چیه ؟؟؟,1
خواهشا رنگ مشکی رو موجود کنید.من مشکیشو خیلی میخوام,1
دیجی کالا لطفا بیارش.اینو دیگه همه جا دارن ما فقط منتظریم تو بیاریش!,1
سلام  اینجا نوشته max سرعت cpu تا 3.1میره ولی تو خود لپ تاپ نوشته از 2 شروع میشه تا 2.60 !!! واسه من فقط اینجوریه؟!! لطفا هرکی میدونه راهنمایی کنه ممنون,1
صفحه نمایشش معلومه که زیر آفتاب به درد نمیخوره,2
آقای عباس مصباح، OTG داره عزیز دل. این مدل رو من دارم، اتفاقا خیلی سریع هم بالا میاره فلش رو,0
همیشه هوآوی هر گوشیی اش به نسبت هم رده های خود یک سر و گردن بالتر است,0
سلام به دیجیکالایی های عزیز،  این گوشی توی این رنج قیمت واقعا بی نظیره! دوستانی که بین samsung galaxy young dous و samsung galaxy star و star plus شک دارن که کدوم رو بخرن بهشون اطمینان می دم که این گوشی از اونها خیلی سرتره. در ضمن تولید این گوشی نشون میده کمپانی ال جی واقعا به مشتری هاش اهمیت می ده و فقط به فکر مشتریای میلیاردرش نیست!!,0
با سلام...  تبلت خیلی خوبیه و این یکی ازگزینه های من برای خرید تبلت خواهد بود. با تشکر از دی جی کالا,0
سلام من دوماهه این گوشی رو خریدم و الان دست پدرم هست که ایشون بسیار راضی هستن  یک نظر دیگه هم گذاشتم  درجواب بعضی دوستان باید بگم که  شارژدهیش فوق العادس. اونایی که میگن باطریش بده با گوشی های آندروید دیگه کار نکردن. قبول دارم شارژ شدنش زیاد طول میکشه اما کافیه شب بذاری صبح برداری  صفحه نمایشش خوبه اما زاویه دیدش فقط از بالا که نگاه میکنی تو ذوق میزنه. توی آفتابم قابل قبوله  ببینید دوستان هر کدوم از گوشی ها یک مزایا و یک معایبی دارن اما آدم وقتی خودش سبک سنگین میکنه میفهمه نسبت به پولی که داده معایب چقدر به چشم میاد و به جرعت میتونم بگم این گوشی از اوناست که کلا از معایب چشم پوشی میکنید,0
از نظر من میتونه لب تاپ خوبی باشه با قابلیت هایه پورت USB 3.0 باتری با شارژدهی خوب وزن بسیار کم وزیبا بودن منحصر به فرد,0
سلام منم اینو خریدم ماشین حساب خوبیه و به درد امتحان نهایی هم خیلی می خوره,0
من این گوشی رو ندارم ، گوشی من htc e8 هستش، مدل پلاستیکی m8   دو سال میشه که دارمش، درست مثل این گوشی اون موقع هم  میگفتن چون پلاستیکیه بدنش مناسب نیست و ممکنه بشکنه ، اما من تو این دو سال این گوشی بار ها از دستم افتاده ، حتی یبار تو راه پله ، از دستم افتاد و از ارتاع دوطبقه مستقیم خورد رو موزایک ، با قسمت دوربینش هم افتاد ، اما هیچ اسیبی بر نداشت ،   میخام بگم که پلاستیکی بودن بدنشه دلیل بر ضعفش نییست و از خیلی گوشی های فلزی هم قوی تره . از اون بابتش نگران نباشین,0
خیلی خیلی بازی خوبیه اگر کارت گرافیک خوبی دارید و از بازیهای پر استرس خوشتون میاد عالیه,0
چرا اندروید 5 نمیاد واسش؟ بابا اندروید 6 داره میرسه هاااا . سامسونگ ساپورت نداره متاسفانه,1
سلام.برای کاهش مصرف باطری نرم افزارDU  BATTERYاز خود فروشگاه استور سامی دانلود کنید .من اینکار رو کردم توی استفاده معمولی تا چهار روز بهم جواب میده ولی تو استفاده سنگین تا دوالی دو ونیم روز باطریش جواب میده امتحان کنید.,1
"من این گوشی رو الآن چهار ماهه که خریدم و میخوام همه چیزایی رو که تو این 4 ماه دیدم رو براتون بگم :  سیستم عامل ویندوز در کل عالیه و من اون رو به اندرویید ( به قول دوستان ""هنگرووئید"") ترجیح میدم. اصلا نگران کمبود نرم افزار نباشید که همه چی فراوونه. فقط بعضی از نرم افزارا مثل تانگو نیست یا لاین صفحه ی Home نداره(که البته من این مشکل حل کردم. کافیه لاین رو رو کامپیوترتون نصب کنید)  کیفیت ساخت بدنه ی گوسی خیلی عالیه و توی بدنه ها حرف اول رو میزنه. آیکون های پایین صفحه نور ندارند که اول تو ذوق من خورد ولی بعدا فهمیدم به خاطر کم مصرف کردن باطریش بوده. دوربین اصلیش خوبه. عکاسیش خوبه ولی فیلم برداریش از اون بهتره.  البته اینم گفته باشم که Glance نداره و به خاطر رم 512 تعداد خیلی خیلی خیلی خیلی کم از نرم افزارها و بازی ها روش نصب نمیشن.  اگرم بخواید بازی های پولی رو بخرید باید گیفت کارت تهیه کنید یا اینکه کرک شده نصب کنید(اصلا توصیه نمیکنم.)  سیستم عاملش خیلی روونه تا حالا هنگ نداشته و ویروس هم نداره. آپدیت ویندوز 10 هم قراره براش بیاد پس نگران نباشید.  من که پشیمون نیستم.",0
لطفا اینو پیشنهاد ویژه بزارید,1
نصب به قیمتش عالیه  کیفیت بالا در ساخت,0
به محض اینکه نظرات و امتیازات دوستان رو دیدم یکی سفارش دادم فرداش تو بازار  مدل دیگه فاکس که تو دیجی هست رو پرسیدم دوبرابر قیمت بالاتر بود! با خوشحالی از  خریدم راضی بودم تا اینکه امروز به دستم رسید و متوجه کیفیت بالاش شدم. فقط حواستون باشه سوزنش رو با پلاستیک دورش ندازید دور!,0
سلام خسته نباشید،  لطفا موجودش کنید,1
اینجا خیلی از آمازون بهتره همه چی توشه تقریبا,0
من این مودم رو چند روزه  از دیجیکالا تهیه کردم و نرم افزار tp mifi نصب کردم ولی موقعی که از طریق این برنامه میخوام تو قسمت باتری برم  (برای دسترسی به قسمت power saving) واردش نمیشه و فقط رو حالت loading میمونه !!! لطفا اگه کسی این مودم رو داره راهنماییم کنه .   با سپاس,1
خیلی عالیه منکه راضیم خیلی,0
ویندوز دستکاری شده هست و قابلیت این هم که اطلاعاتتون ضبط بشه هم هست!ویندوز رو باید از سایت مایکروسافت دانلود کنید بریزید روی فلش با راهنمایی سایت ها,1
باسلام و احترام، در صورت ممکن در پیشنهادات شگفت انگیز خود قراردهید باتشکر (دیجی کالا یک انتخاب خوب),1
در مورد باتری این گوشی باید بگم که هرچند بعضی از دوستان از عملکرد باتری این گوشی دفاع کردن ولی من هنوزم نمیتونم باور کنم که یک گوشی پنج اینچی با باتریه 2000 میلی آمپر بتونه دور روز دوام بیاره اونم با استفاده زیاد.خیلی دوست دارم این حرف دوستان رو باور کنم که این گوشی دوام باتریش  خوبه و اصلا قصد ندارم این گوشی و برند رو خدای نکرده تخریب کنم اتفاقا خودم شاید مدل 5508 این برند رو بخرم.در جواب آقای محسن دلفریب میخوام بپرسم که مصرف سنگین و مصرف عادی از نظر شما چیه؟ شاید مصرف سنگین و یا مصرف عادیه شما بامن فرق داره.باید بگم که این اصطلاح به هیچ عنوان نمیتونه حق مطلب رو ادا کنه و حتی بنظر من به آماری که کمپانی میده هم نباید اعتماد کرد بهترین کاررو سایت های بررسی گوشی انجام میدن مصله GSMarena که مصرف باتری رو تو چند حالت مصله پخش ویدئو و مرورگری وب انجام میدن تو یه چارچوب و استاندارد. مثلا یه ویدئو رو اونقدر پخش میکنن تا باتری از 100 به صفر برسه در این حالت میشه نظر قطعی داد نه اینکه بگیم با استفاده عادی فلان مقدار شارژ میده.الانم اگه بخوایم به نتیجه قطعی برسیم یکی از دوستان که این گوشی رو داره و الان دستشه بیاد و این ازمایش رو انجان بده و با صداقت کامل اینجا عنوان کنه تا همه تو تصمیم گیریشون مد نظر قرار بدن.,1
"این یه گوشی,بسیار خوش دست و روون با دوربین عقب خیلی خوب که یادمه مقایسه کردم با ایفون 5s تو جزئیات بهترش بود صفحه نمایش کاملا دل ربا و خوبه اما   نبود 4g   داغ شدن وحشتناک که پوست رو آزار میده   کلش تو یک ساعت مداوم باتری رو از 100 میرسونه به خاموشی گوشی,  دوربین جلو بسیار بی کیفیت   حافظه رم همیشه پره   طراحی بسیار زشت   کیفیت پلاستیکش خوب نیست  قاب کناریش رنگش میریزه و گوشی مثل آهن زنگ زده میشه  درکل زمان این گوشی به سر اومده دوستان سری j سامسونگ از این گوشی تو سخت افزار کم میاره ولی نسخه اندروید و 4g داره",0
با سلام خدمت دوستان من 6 سال پیش سری detox limited از چین خریداری کردم کیفیت صدا فوق العاده جنس بدنه عالی پیشنهاد میکنم اگه سری limited شو پیدا کردید خریداری کنید,0
اصلا از طراحی سامسونگ خوشم نمیاد,2
باسلام  با توجه یه این که گوشی ها تو این رده فروش خوبی دارن خواهشا شگفت انگیز کنید مطمینم فروش خوبی خواهید داشت  من قبلا یه مدل پایین تر از اینو 3تا خریده بودم اما شانس من یکی که مال من بود خراب از آب در اومد و پس فرستادم حالا هم یکی میخوام خواهشا شگفت انگیزش کنید، شگفت انگیز واقعی ها  ممنون از سایت خیلی عالیتون,1
دیجی لطفا خواهشا... این مدلو موجود کن ارزش خرید بالای داره.بهترین مدله سونی یعنی نه امکاناته اضافه که الکی بابتش پول بدی. نه چیزای مورد نیاز که نداشته باشه. از تموم ضبط های سونی در حال حاضرم قشنگ تره تصاویر تو نتشو ببینید. چندین رنگ پس زمینه هم داره. لطفا بیار تا بخرن هیجا پیدا نکردم.,1
اصلا گوشی خوبی نیست هر کی میخواد  بخره  نخره اگه خرید خودش میفهمه چی هسن,2
آقا منتظریم که قیمت گذاری بشه...,1
امروز اومدم بخرم تموم شد ؟  دیجی زود تر برسون :)) به خصوص نقره ایشو,1
من این مدلو ندارم ولی گلا موبایلهای ال جی باطریش ضعیف هست,2
لطفا موجودش کنین میخوام بخرمش,1
شارژر اصلی نوکیا 730 من خراب شد و هیچ شارژر دیگه ای بهش نمیخورد. انواع شارژرها رو امتحان کردم ولی همیشه پیغام ’دستگاه به کندی شارژ میشود’ نشون میداد. حتی فست شارژر سامسونگ و شارژرهای با آمپر  بالا رو هم امتحان کردم ولی درست نشد تا اینکه این شارژر رو با تخفیف ویژه خریدم(که به نظرم فقط با تخفیف ویژه ارزش خرید داره) و مشکلم حل شد.  الان گوشیم در کمتر از2 ساعت از0 به100 میرسه.  امیدوارم یکبار دیگه بتونم با تخفیف ویژه بخرمش. ممنون,0
لطفا موجودش کنید.تو این هفته میخامش,1
هرچی بیشتر با این گوشی کار میکنم بیشتر به دلم میشینه هیجا کم نمیاره یه تجربه عالی یه حس خوب,0
سلام. خواهشا رنگ مشکی رو موجود کنید,1
دستگاه کاملیه,1
منم توی پیشنهاد ویژه خریدم. کارباهاش عالیه. قدرت بخارش خوبه. گاز بسیار کثیف خیلی خوب پاک کرد. چون کم حجم راحت میشه باهاش کار کرد. ممنون دیچی,1
ایول جونم بالاخره با گارانتی ماکروتل آمد من اگه تا فردا نخریدم قیمتشم بد نیس با این امکانات با ااین امکانات واقعا تبلت ده اینج گیر نمی آری فقط مشکلش نوته اونم s5 دارم نوت تبم روش میگیره تا ی نوشو می خرم,1
بنظر من که ارزش خریدن رو نداره آخه سیم کارت خور نیست واین خیلی خیلی خیلی بده,2
خوب چرا موجودش نمی کنین با اینهمه درخواست؟  حسش نیست به خاطره یه سری برم داروخانه تو هوای داغ!,1
لطفا عینک های مرغوب با عدسی طبی هم قرار بدید,1
برای مردم خواب خیلی از کشورها خوبه بشنوند و بدانند  در خرید این محصول شک نکنید   بخرید و هدیه بدهید به خوابها,0
سلام به دوستان عزیز.  سال 92 یکی گرفتم. طراحیش خوبه. دوام شارژ باطریش عالیه.  اصلاح خوب انجام میده.  فقط اوایل موقع اطلاح کردن باقسمت زیرگردن مشکل داشتم و زیر گردنم جوش میزد.  اما به توصیه یکی از دوستام اطلاح رو  از قسمت زیر گردن شروع کردم خیلی بهتر شد.  فکر کنم بخاطر اینه قبل از گرم شدن دستگاه موهای زیر گردن رو بهتر میزنه. و دیگه بعدش جوش نزد.  درکل به نسبت پولی که هزینه میکنید ارزش بالایی داره.,0
محصولی برند با کیفیت خوب وزیا,0
آقایون داداشام گفته باشم  همه چیش خوبه به جز:  نداشتن امکان مکالمه  عدم امکان تعویض باتری  دوربینهای فوق العاده ضعیف  ضمنا ممکنه بعضی برنامه های خیلی جدید روی آندروید 4.1 نصب نشه,2
بنظرم90٪ گوشیهای سامسونگ یه دیزاین تکراری و فاقد نوآوری دارند .سایزش زیادی بزرگه . قیمتش نسبت به کاراییش بالاس,2
دیجی موجودش کن دیگه,1
سرى آنر هوآوى واقعاً عالیه  هم از لحاظ طراحى  هم از لحاظ سخت افزار و نرم افزار   هم واقعاً نسبت به قیمتشون فوق العادن  من میخواستم g750 بخرم ولى منتظرم قیمت این بیاد،اگه مناسب باشه حتما اینو میخرم! تو رو خدا زودتر بیاریدش!  ممنون از دیجى کالا,0
لطفا موجود کنین!!!!!!!,1
سلام. هیچ کس جوابی برای من نداشت. این مشکل نرم افزاریه؟ یا تبلت را برگردونم دیجی . ممنون از جوابتون,1
سلام من که میگم کلاسامسونگ عالیه ولی شایدبعضی ها برند های که خوششون بخاد بخرند این محصولم خوبه,0
